77.22508	12.54487	-27.72515	-32768	-28432	-32768	-26	-1	30
77.06356	11.41884	-28.03526	-32768	-28622	-32768	-27	-1	30
76.89427	10.30748	-28.38943	-32768	-28646	-32768	-26	-1	29
76.73627	9.21280	-28.73132	-32768	-28664	-32768	-27	-2	30
76.58537	8.13542	-29.04923	-32768	-28660	-32768	-29	-2	30
76.44431	7.08511	-29.35448	-32768	-28616	-32768	-28	-1	29
76.30906	6.04560	-29.64256	-32768	-28612	-32768	-27	-1	29
76.18769	5.02355	-29.91833	-32768	-28658	-32768	-28	-2	29
76.08104	4.02418	-30.17793	-32768	-28630	-32768	-25	-2	29
75.97906	3.04608	-30.42071	-32768	-28606	-32768	-27	-2	30
75.88008	2.08262	-30.65273	-32768	-28620	-32768	-29	-1	30
75.79131	1.13753	-30.86224	-32768	-28672	-32768	-26	-1	29
75.71474	0.21907	-31.06289	-32768	-28654	-32768	-25	-2	29
75.64149	-0.69025	-31.25820	-32768	-28604	-32768	-26	-1	31
75.57597	-1.57177	-31.43360	-32768	-28618	-32768	-27	0	28
75.51962	-2.44172	-31.59382	-32768	-28616	-32768	-27	-1	30
75.46551	-3.29165	-31.74985	-32768	-28648	-32768	-27	0	29
75.42133	-4.12491	-31.88736	-32768	-28644	-32768	-24	-3	30
75.37984	-4.93825	-32.02158	-32768	-28650	-32768	-26	-2	30
75.34819	-5.74024	-32.14210	-32768	-28654	-32768	-28	-1	29
75.32166	-6.51548	-32.25544	-32768	-28658	-32768	-29	-2	29
75.29429	-7.28037	-32.35408	-32768	-28622	-32768	-27	-2	30
75.28481	-8.02887	-32.44754	-32768	-28668	-32768	-26	-2	30
75.26837	-8.75337	-32.53414	-32768	-28626	-32768	-26	-1	30
75.25258	-9.47086	-32.61014	-32768	-28640	-32768	-28	-1	29
75.25566	-10.16704	-32.67846	-32768	-28640	-32768	-29	-1	29
75.25668	-10.84676	-32.73876	-32768	-28660	-32768	-27	0	29
75.25403	-11.51193	-32.79189	-32768	-28628	-32768	-27	-1	29
75.27046	-12.16113	-32.84230	-32768	-28626	-32768	-28	-2	30
75.27374	-12.79454	-32.88368	-32768	-28630	-32768	-29	-2	29
75.28499	-13.41276	-32.92093	-32768	-28648	-32768	-27	-2	28
75.30437	-14.01588	-32.95440	-32768	-28626	-32768	-28	-2	30
75.32503	-14.61186	-32.97973	-32768	-28640	-32768	-26	-1	30
75.33963	-15.18405	-33.00187	-32768	-28616	-32768	-28	-1	30
75.36716	-15.74845	-33.01866	-32768	-28662	-32768	-29	-1	29
75.39161	-16.29848	-33.03059	-32768	-28646	-32768	-27	-1	29
75.42641	-16.83141	-33.04008	-32768	-28608	-32768	-27	-2	30
75.44619	-17.35547	-33.04627	-32768	-28652	-32768	-26	-1	29
75.48658	-17.86418	-33.05293	-32768	-28660	-32768	-25	-2	29
75.51670	-18.36617	-33.05086	-32768	-28664	-32768	-27	-3	29
75.55753	-18.85110	-33.04748	-32768	-28642	-32768	-29	-2	29
75.58194	-19.32455	-33.03820	-32768	-28662	-32768	-29	-2	28
75.63057	-19.78310	-33.03378	-32768	-28632	-32768	-29	-1	29
75.66576	-20.23465	-33.01803	-32768	-28664	-32768	-28	0	29
75.69646	-20.67493	-33.01154	-32768	-28654	-32768	-23	-1	30
75.74117	-21.10266	-32.99915	-32768	-28632	-32768	-25	-1	30
75.78158	-21.51866	-32.98398	-32768	-28658	-32768	-27	0	29
75.82542	-21.92496	-32.96423	-32768	-28650	-32768	-27	-2	28
75.86640	-22.32194	-32.94531	-32768	-28640	-32768	-27	-2	29
75.90739	-22.71407	-32.92150	-32768	-28654	-32768	-25	0	28
75.94305	-23.08769	-32.90155	-32768	-28632	-32768	-22	0	29
75.99250	-23.45847	-32.88277	-32768	-28650	-32768	-24	-1	30
76.02887	-23.81299	-32.86027	-32768	-28632	-32768	-27	-1	30
76.07599	-24.16495	-32.83539	-32768	-28664	-32768	-25	-1	30
76.11247	-24.50987	-32.80409	-32768	-28696	-32768	-26	-1	29
76.15766	-24.83826	-32.78325	-32768	-28664	-32768	-26	0	30
76.20298	-25.16188	-32.75826	-32768	-28644	-32768	-26	0	29
76.24843	-25.48076	-32.72919	-32768	-28646	-32768	-26	-1	28
76.29298	-25.78782	-32.70256	-32768	-28622	-32768	-26	-1	29
76.33764	-26.09016	-32.67202	-32768	-28662	-32768	-27	-1	30
76.38144	-26.38066	-32.64412	-32768	-28662	-32768	-27	-1	30
76.42106	-26.66462	-32.61768	-32768	-28650	-32768	-28	-2	31
76.46416	-26.93857	-32.58889	-32768	-28666	-32768	-26	-1	29
76.50571	-27.21050	-32.55579	-32768	-28646	-32768	-24	-2	30
76.54624	-27.47524	-32.52842	-32768	-28614	-32768	-28	-1	30
76.58691	-27.73531	-32.49752	-32768	-28654	-32768	-30	-1	28
76.62680	-27.98351	-32.46980	-32768	-28686	-32768	-28	-2	30
76.66683	-28.22706	-32.43869	-32768	-28642	-32768	-29	-2	29
76.70699	-28.46597	-32.40425	-32768	-28668	-32768	-28	0	26
76.74454	-28.70036	-32.37502	-32768	-28718	-32768	-25	-2	29
76.78389	-28.92740	-32.34336	-32768	-28646	-32768	-28	-3	33
76.83540	-29.14245	-32.31787	-32768	-28584	-32768	-32	-1	30
76.86987	-29.35583	-32.29425	-32768	-28714	-32768	-29	0	27
76.90860	-29.56635	-32.26250	-32768	-28664	-32768	-22	-2	32
76.94749	-29.77228	-32.22768	-32768	-28572	-32768	-25	-1	31
76.98138	-29.96916	-32.20415	-32768	-28644	-32768	-31	1	27
77.01546	-30.16147	-32.17761	-32768	-28702	-32768	-30	-1	27
77.05376	-30.35094	-32.14316	-32768	-28622	-32768	-28	-2	33
77.08878	-30.52855	-32.12108	-32768	-28632	-32768	-27	-1	29
77.12456	-30.71346	-32.09175	-32768	-28634	-32768	-23	-2	27
77.15828	-30.88477	-32.06291	-32768	-28626	-32768	-24	-1	29
77.19341	-31.05778	-32.03724	-32768	-28600	-32768	-28	-1	30
77.22632	-31.22172	-32.01464	-32768	-28598	-32768	-30	-1	29
77.24625	-31.38116	-31.98661	-32768	-28642	-32768	-33	-1	28
77.28090	-31.53772	-31.96198	-32768	-28650	-32768	-26	-1	29
77.31805	-31.69429	-31.92871	-32768	-28626	-32768	-22	-1	29
77.35048	-31.84177	-31.90699	-32768	-28628	-32768	-24	-1	30
77.38290	-31.98925	-31.88501	-32768	-28664	-32768	-27	-3	29
77.39995	-32.12770	-31.86360	-32768	-28624	-32768	-29	-2	29
77.43412	-32.26780	-31.83982	-32768	-28652	-32768	-30	-2	30
77.46613	-32.39886	-31.81931	-32768	-28642	-32768	-28	-1	29
77.50059	-32.52999	-31.79029	-32768	-28648	-32768	-25	0	30
77.51930	-32.66103	-31.76674	-32768	-28610	-32768	-26	-1	29
77.55075	-32.78016	-31.75031	-32768	-28650	-32768	-26	-1	28
77.56961	-32.90672	-31.72399	-32768	-28656	-32768	-28	-1	29
77.60120	-33.02137	-31.70485	-32768	-28630	-32768	-28	-1	30
77.63281	-33.13603	-31.68555	-32768	-28654	-32768	-27	-1	29
77.65108	-33.25064	-31.66345	-32768	-28626	-32768	-26	-2	31
77.68057	-33.35629	-31.64740	-32768	-28610	-32768	-27	-3	29
77.70055	-33.46353	-31.62387	-32768	-28642	-32768	-26	-1	29
